Google_Metro,Year,Month,Total_Num_Reports,Num_Reports_Lake,Num_Reports_Rivers,Num_Reports_Marine,Num_Reports_Other,Num_Reports_NoAdvisory,Num_Reports_Caution,Num_Reports_Warning,Num_Reports_Danger,Num_Reports_UnknownAdvisory,Percent_Lake,Percent_River,Percent_Marine,Percent_Other,Percent_NoAdvisory,Percent_Caution,Percent_Warning,Percent_Danger,Percent_UnknownAdvisory,blue green algae
SF,2016,7,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,28
SF,2016,8,4,4,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0.25,0.75,37
SF,2016,12,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11
SF,2017,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
SF,2017,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,22
SF,2017,4,3,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0.333333333,0,0,0.666666667,0
SF,2017,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
SF,2017,6,9,9,0,0,0,0,1,0,4,4,1,0,0,0,0,0.111111111,0,0.444444444,0.444444444,14
SF,2017,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,50
SF,2017,8,4,3,0,0,1,0,0,0,1,3,0.75,0,0,0.25,0,0,0,0.25,0.75,24
SF,2017,9,2,1,0,0,1,0,0,0,0,2,0.5,0,0,0.5,0,0,0,0,1,20
SF,2017,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,12
SF,2018,1,5,5,0,0,0,0,1,0,1,3,1,0,0,0,0,0.2,0,0.2,0.6,0
SF,2018,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
SF,2018,6,3,2,1,0,0,0,1,1,0,1,0.666666667,0.333333333,0,0,0,0.333333333,0.333333333,0,0.333333333,15
SF,2018,8,3,1,2,0,0,0,0,0,1,2,0.333333333,0.666666667,0,0,0,0,0,0.333333333,0.666666667,12
SF,2018,10,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
SF,2018,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
SF,2019,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11
SF,2019,4,2,1,0,1,0,0,0,0,1,1,0.5,0,0.5,0,0,0,0,0.5,0.5,0
SF,2019,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
SF,2019,6,2,1,0,0,1,0,1,0,0,1,0.5,0,0,0.5,0,0.5,0,0,0.5,0
SF,2019,8,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,100
SF,2019,9,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,40
SF,2019,10,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
SF,2019,12,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11
SF,2020,1,4,4,0,0,0,0,3,0,1,0,1,0,0,0,0,0.75,0,0.25,0,0
SF,2020,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12
SF,2020,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,17
SF,2020,6,3,0,0,1,2,0,0,0,0,3,0,0,0.333333333,0.666666667,0,0,0,0,1,17
SF,2020,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9
SF,2020,8,3,2,0,0,1,0,2,0,0,1,0.666666667,0,0,0.333333333,0,0.666666667,0,0,0.333333333,12
SF,2020,9,2,1,0,0,1,0,1,0,0,1,0.5,0,0,0.5,0,0.5,0,0,0.5,15
SF,2020,12,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
SF,2021,1,11,11,0,0,0,0,2,0,3,6,1,0,0,0,0,0.181818182,0,0.272727273,0.545454545,0
SF,2021,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
SF,2021,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
SF,2021,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11
SF,2021,6,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,16
SF,2021,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19
SF,2021,8,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,18
SF,2021,9,4,4,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0.25,0.25,0.5,15
SF,2021,10,5,2,3,0,0,0,0,0,1,4,0.4,0.6,0,0,0,0,0,0.2,0.8,0
SF,2021,12,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
SF,2022,1,7,7,0,0,0,0,1,0,1,5,1,0,0,0,0,0.142857143,0,0.142857143,0.714285714,0
SF,2022,5,20,11,6,1,2,0,1,0,0,19,0.55,0.3,0.05,0.1,0,0.05,0,0,0.95,17
SF,2022,6,3,2,1,0,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0,0,1,15
SF,2022,7,6,4,1,0,1,0,1,0,0,5,0.666666667,0.166666667,0,0.166666667,0,0.166666667,0,0,0.833333333,31
SF,2022,8,11,4,1,5,1,0,3,0,0,8,0.363636364,0.090909091,0.454545455,0.090909091,0,0.272727273,0,0,0.727272727,18
SF,2022,9,6,2,0,3,1,0,1,0,1,4,0.333333333,0,0.5,0.166666667,0,0.166666667,0,0.166666667,0.666666667,14
SF,2022,11,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,15
SF,2023,1,24,23,0,0,1,0,0,0,2,22,0.958333333,0,0,0.041666667,0,0,0,0.083333333,0.916666667,0
SF,2023,5,6,2,4,0,0,0,1,0,0,5,0.333333333,0.666666667,0,0,0,0.166666667,0,0,0.833333333,10
SF,2023,6,3,2,1,0,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0,0,1,0
SF,2023,7,3,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,25
SF,2023,8,7,0,0,6,1,0,0,0,0,7,0,0,0.857142857,0.142857143,0,0,0,0,1,0
SF,2023,9,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
SF,2024,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Sac,2016,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Sac,2016,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,21
Sac,2016,7,8,7,0,0,1,0,2,1,0,5,0.875,0,0,0.125,0,0.25,0.125,0,0.625,0
Sac,2016,8,8,3,3,1,1,0,1,1,0,6,0.375,0.375,0.125,0.125,0,0.125,0.125,0,0.75,14
Sac,2016,9,26,11,15,0,0,0,12,0,0,14,0.423076923,0.576923077,0,0,0,0.461538462,0,0,0.538461538,0
Sac,2016,10,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Sac,2016,11,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Sac,2016,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Sac,2017,3,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0.5,0,0,0.5,0
Sac,2017,5,5,3,1,0,1,0,0,0,0,5,0.6,0.2,0,0.2,0,0,0,0,1,0
Sac,2017,6,13,11,0,0,2,0,1,0,1,11,0.846153846,0,0,0.153846154,0,0.076923077,0,0.076923077,0.846153846,0
Sac,2017,7,5,1,2,0,2,0,1,0,1,3,0.2,0.4,0,0.4,0,0.2,0,0.2,0.6,13
Sac,2017,8,30,23,5,0,2,0,3,1,0,26,0.766666667,0.166666667,0,0.066666667,0,0.1,0.033333333,0,0.866666667,0
Sac,2017,9,3,2,1,0,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0,0,1,0
Sac,2017,10,2,1,1,0,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0,0,1,0
Sac,2017,11,2,1,1,0,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0,0,1,0
Sac,2018,3,14,14,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0
Sac,2018,4,4,2,1,0,1,0,0,1,0,3,0.5,0.25,0,0.25,0,0,0.25,0,0.75,0
Sac,2018,5,5,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0
Sac,2018,6,30,18,11,0,1,0,3,0,1,26,0.6,0.366666667,0,0.033333333,0,0.1,0,0.033333333,0.866666667,0
Sac,2018,7,28,9,14,1,4,0,2,0,0,26,0.321428571,0.5,0.035714286,0.142857143,0,0.071428571,0,0,0.928571429,0
Sac,2018,8,4,1,3,0,0,0,0,0,0,4,0.25,0.75,0,0,0,0,0,0,1,0
Sac,2018,9,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
Sac,2018,10,2,1,0,0,1,0,0,0,0,2,0.5,0,0,0.5,0,0,0,0,1,0
Sac,2018,11,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Sac,2018,12,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Sac,2019,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Sac,2019,2,36,35,1,0,0,0,2,0,0,34,0.972222222,0.027777778,0,0,0,0.055555556,0,0,0.944444444,12
Sac,2019,3,3,2,0,0,1,0,1,0,0,2,0.666666667,0,0,0.333333333,0,0.333333333,0,0,0.666666667,0
Sac,2019,4,3,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0.333333333,0,0,0.666666667,0
Sac,2019,5,8,8,0,0,0,0,2,0,0,6,1,0,0,0,0,0.25,0,0,0.75,0
Sac,2019,6,9,7,1,0,1,0,0,0,0,9,0.777777778,0.111111111,0,0.111111111,0,0,0,0,1,0
Sac,2019,7,42,32,2,8,0,0,5,3,4,30,0.761904762,0.047619048,0.19047619,0,0,0.119047619,0.071428571,0.095238095,0.714285714,10
Sac,2019,8,10,6,3,0,1,0,6,0,0,4,0.6,0.3,0,0.1,0,0.6,0,0,0.4,100
Sac,2019,9,19,12,7,0,0,0,1,0,1,17,0.631578947,0.368421053,0,0,0,0.052631579,0,0.052631579,0.894736842,27
Sac,2019,10,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Sac,2019,11,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0.5,0,0,0.5,0
Sac,2019,12,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0.5,0,0,0.5,0
Sac,2020,1,56,55,0,0,1,0,28,4,2,22,0.982142857,0,0,0.017857143,0,0.5,0.071428571,0.035714286,0.392857143,0
Sac,2020,2,6,6,0,0,0,0,1,0,2,3,1,0,0,0,0,0.166666667,0,0.333333333,0.5,0
Sac,2020,3,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
Sac,2020,4,3,2,1,0,0,1,0,0,0,2,0.666666667,0.333333333,0,0,0.333333333,0,0,0,0.666666667,0
Sac,2020,5,15,6,2,6,1,0,0,0,0,15,0.4,0.133333333,0.4,0.066666667,0,0,0,0,1,0
Sac,2020,6,14,4,2,7,1,1,5,0,3,5,0.285714286,0.142857143,0.5,0.071428571,0.071428571,0.357142857,0,0.214285714,0.357142857,0
Sac,2020,7,29,17,5,1,6,0,10,3,5,11,0.586206897,0.172413793,0.034482759,0.206896552,0,0.344827586,0.103448276,0.172413793,0.379310345,9
Sac,2020,8,12,8,3,0,1,0,4,0,2,6,0.666666667,0.25,0,0.083333333,0,0.333333333,0,0.166666667,0.5,0
Sac,2020,9,8,6,2,0,0,0,3,0,0,5,0.75,0.25,0,0,0,0.375,0,0,0.625,0
Sac,2020,10,3,2,1,0,0,0,3,0,0,0,0.666666667,0.333333333,0,0,0,1,0,0,0,0
Sac,2020,11,2,1,1,0,0,0,2,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0
Sac,2020,12,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0
Sac,2021,1,58,57,0,0,1,0,15,3,3,37,0.982758621,0,0,0.017241379,0,0.25862069,0.051724138,0.051724138,0.637931034,0
Sac,2021,3,4,2,0,0,2,0,0,0,0,4,0.5,0,0,0.5,0,0,0,0,1,0
Sac,2021,4,3,2,1,0,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0,0,1,0
Sac,2021,5,19,11,2,6,0,0,7,1,0,11,0.578947368,0.105263158,0.315789474,0,0,0.368421053,0.052631579,0,0.578947368,0
Sac,2021,6,22,9,6,4,3,0,13,1,2,6,0.409090909,0.272727273,0.181818182,0.136363636,0,0.590909091,0.045454545,0.090909091,0.272727273,0
Sac,2021,7,31,5,11,1,14,0,20,0,1,10,0.161290323,0.35483871,0.032258065,0.451612903,0,0.64516129,0,0.032258065,0.322580645,0
Sac,2021,8,24,7,9,2,6,0,20,1,0,3,0.291666667,0.375,0.083333333,0.25,0,0.833333333,0.041666667,0,0.125,0
Sac,2021,9,37,8,24,0,5,1,16,0,0,20,0.216216216,0.648648649,0,0.135135135,0.027027027,0.432432432,0,0,0.540540541,0
Sac,2021,10,8,3,2,1,2,0,4,0,0,4,0.375,0.25,0.125,0.25,0,0.5,0,0,0.5,13
Sac,2021,11,4,2,2,0,0,0,1,0,1,2,0.5,0.5,0,0,0,0.25,0,0.25,0.5,0
Sac,2022,1,7,7,0,0,0,0,3,1,1,2,1,0,0,0,0,0.428571429,0.142857143,0.142857143,0.285714286,0
Sac,2022,2,21,7,8,0,6,0,2,1,0,18,0.333333333,0.380952381,0,0.285714286,0,0.095238095,0.047619048,0,0.857142857,0
Sac,2022,3,12,1,7,0,4,0,1,0,0,11,0.083333333,0.583333333,0,0.333333333,0,0.083333333,0,0,0.916666667,0
Sac,2022,4,23,22,1,0,0,0,2,0,0,21,0.956521739,0.043478261,0,0,0,0.086956522,0,0,0.913043478,0
Sac,2022,5,57,38,11,0,8,0,0,0,0,57,0.666666667,0.192982456,0,0.140350877,0,0,0,0,1,0
Sac,2022,6,20,11,4,5,0,0,1,0,0,19,0.55,0.2,0.25,0,0,0.05,0,0,0.95,0
Sac,2022,7,45,9,31,0,5,1,4,0,0,40,0.2,0.688888889,0,0.111111111,0.022222222,0.088888889,0,0,0.888888889,9
Sac,2022,8,26,6,18,0,2,0,0,1,1,24,0.230769231,0.692307692,0,0.076923077,0,0,0.038461538,0.038461538,0.923076923,13
Sac,2022,9,41,20,14,0,7,0,1,0,0,40,0.487804878,0.341463415,0,0.170731707,0,0.024390244,0,0,0.975609756,0
Sac,2022,10,19,17,1,0,1,0,0,0,0,19,0.894736842,0.052631579,0,0.052631579,0,0,0,0,1,0
Sac,2022,11,3,1,1,0,1,0,0,0,0,3,0.333333333,0.333333333,0,0.333333333,0,0,0,0,1,0
Sac,2022,12,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Sac,2023,1,45,14,18,3,10,0,0,1,1,43,0.311111111,0.4,0.066666667,0.222222222,0,0,0.022222222,0.022222222,0.955555556,0
Sac,2023,2,8,8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0
Sac,2023,3,3,2,1,0,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0,0,1,0
Sac,2023,5,9,2,5,0,2,0,0,0,0,9,0.222222222,0.555555556,0,0.222222222,0,0,0,0,1,0
Sac,2023,6,9,5,4,0,0,0,0,0,0,9,0.555555556,0.444444444,0,0,0,0,0,0,1,0
Sac,2023,8,3,2,1,0,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0,0,1,0
Sac,2023,9,9,6,3,0,0,0,0,0,0,9,0.666666667,0.333333333,0,0,0,0,0,0,1,12
Sac,2023,10,6,4,2,0,0,0,0,0,0,6,0.666666667,0.333333333,0,0,0,0,0,0,1,0
Sac,2023,11,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Sac,2024,1,7,3,0,4,0,0,0,0,0,7,0.428571429,0,0.571428571,0,0,0,0,0,1,0
